"term","ontology","ID","Description","total_sig","up_count","down_count","sig_count","consensus"
"BP: secretion by tissue","BP","GO:0032941","secretion by tissue",3,2,1,3,"mixed"
"BP: segment specification","BP","GO:0007379","segment specification",3,0,3,3,"down"
"BP: sensory perception of sound","BP","GO:0007605","sensory perception of sound",3,3,0,3,"up"
"BP: sequestering of extracellular ligand from receptor","BP","GO:0035581","sequestering of extracellular ligand from receptor",3,2,1,3,"mixed"
"BP: sex-chromosome dosage compensation","BP","GO:0007549","sex-chromosome dosage compensation",3,1,2,3,"mixed"
"BP: single stranded viral RNA replication via double stranded DNA intermediate","BP","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate",3,1,2,3,"mixed"
"BP: skeletal muscle adaptation","BP","GO:0043501","skeletal muscle adaptation",3,3,0,3,"up"
"BP: skeletal muscle contraction","BP","GO:0003009","skeletal muscle contraction",3,3,0,3,"up"
"BP: somatic cell DNA recombination","BP","GO:0016444","somatic cell DNA recombination",3,1,2,3,"mixed"
"BP: somatic diversification of immune receptors","BP","GO:0002200","somatic diversification of immune receptors",3,1,2,3,"mixed"
"BP: somatic diversification of immune receptors via germline recombination within a single locus","BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus",3,1,2,3,"mixed"
"BP: somatic stem cell population maintenance","BP","GO:0035019","somatic stem cell population maintenance",3,1,2,3,"mixed"
"BP: somitogenesis","BP","GO:0001756","somitogenesis",3,1,2,3,"mixed"
"BP: specification of animal organ identity","BP","GO:0010092","specification of animal organ identity",3,1,2,3,"mixed"
"BP: sphingolipid biosynthetic process","BP","GO:0030148","sphingolipid biosynthetic process",3,1,2,3,"mixed"
"BP: spinal cord dorsal/ventral patterning","BP","GO:0021513","spinal cord dorsal/ventral patterning",3,2,1,3,"mixed"
"BP: spinal cord patterning","BP","GO:0021511","spinal cord patterning",3,1,2,3,"mixed"
"BP: spindle assembly involved in female meiosis","BP","GO:0007056","spindle assembly involved in female meiosis",3,2,1,3,"mixed"
"BP: spliceosomal snRNP assembly","BP","GO:0000387","spliceosomal snRNP assembly",3,1,2,3,"mixed"
"BP: stem cell development","BP","GO:0048864","stem cell development",3,2,1,3,"mixed"
"BP: steroid biosynthetic process","BP","GO:0006694","steroid biosynthetic process",3,2,1,3,"mixed"
"BP: steroid catabolic process","BP","GO:0006706","steroid catabolic process",3,2,1,3,"mixed"
"BP: sterol transport","BP","GO:0015918","sterol transport",3,3,0,3,"up"
"BP: stress granule assembly","BP","GO:0034063","stress granule assembly",3,1,2,3,"mixed"
"BP: stress-activated MAPK cascade","BP","GO:0051403","stress-activated MAPK cascade",3,2,1,3,"mixed"
"BP: stress-activated protein kinase signaling cascade","BP","GO:0031098","stress-activated protein kinase signaling cascade",3,2,1,3,"mixed"
"BP: substrate-dependent cell migration","BP","GO:0006929","substrate-dependent cell migration",3,2,1,3,"mixed"
"BP: sulfur amino acid transport","BP","GO:0000101","sulfur amino acid transport",3,1,2,3,"mixed"
"BP: synaptic vesicle cytoskeletal transport","BP","GO:0099514","synaptic vesicle cytoskeletal transport",3,2,1,3,"mixed"
"BP: synaptic vesicle fusion to presynaptic active zone membrane","BP","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",3,3,0,3,"up"
"BP: synaptic vesicle localization","BP","GO:0097479","synaptic vesicle localization",3,3,0,3,"up"
"BP: synaptic vesicle membrane organization","BP","GO:0048499","synaptic vesicle membrane organization",3,3,0,3,"up"
"BP: synaptic vesicle transport","BP","GO:0048489","synaptic vesicle transport",3,3,0,3,"up"
"BP: synaptic vesicle transport along microtubule","BP","GO:0099517","synaptic vesicle transport along microtubule",3,2,1,3,"mixed"
"BP: t-circle formation","BP","GO:0090656","t-circle formation",3,1,2,3,"mixed"
"BP: tRNA metabolic process","BP","GO:0006399","tRNA metabolic process",3,1,2,3,"mixed"
"BP: tRNA wobble base modification","BP","GO:0002097","tRNA wobble base modification",3,0,3,3,"down"
"BP: telencephalon cell migration","BP","GO:0022029","telencephalon cell migration",3,1,2,3,"mixed"
"BP: telencephalon regionalization","BP","GO:0021978","telencephalon regionalization",3,2,1,3,"mixed"
"BP: telomerase RNA localization","BP","GO:0090672","telomerase RNA localization",3,2,1,3,"mixed"
"BP: telomerase RNA localization to Cajal body","BP","GO:0090671","telomerase RNA localization to Cajal body",3,2,1,3,"mixed"
"BP: telomere maintenance via telomere trimming","BP","GO:0090737","telomere maintenance via telomere trimming",3,1,2,3,"mixed"
"BP: terpenoid metabolic process","BP","GO:0006721","terpenoid metabolic process",3,3,0,3,"up"
"BP: tertiary alcohol metabolic process","BP","GO:1902644","tertiary alcohol metabolic process",3,2,1,3,"mixed"
"BP: toll-like receptor 4 signaling pathway","BP","GO:0034142","toll-like receptor 4 signaling pathway",3,2,1,3,"mixed"
"BP: toll-like receptor signaling pathway","BP","GO:0002224","toll-like receptor signaling pathway",3,1,2,3,"mixed"
"BP: tongue development","BP","GO:0043586","tongue development",3,2,1,3,"mixed"
"BP: transcription by RNA polymerase III","BP","GO:0006383","transcription by RNA polymerase III",3,0,3,3,"down"
"BP: transition metal ion transport","BP","GO:0000041","transition metal ion transport",3,2,1,3,"mixed"
"BP: translational elongation","BP","GO:0006414","translational elongation",3,0,3,3,"down"
"BP: translesion synthesis","BP","GO:0019985","translesion synthesis",3,1,2,3,"mixed"
"BP: triglyceride metabolic process","BP","GO:0006641","triglyceride metabolic process",3,3,0,3,"up"
"BP: type 2 immune response","BP","GO:0042092","type 2 immune response",3,3,0,3,"up"
"BP: tyrosine phosphorylation of STAT protein","BP","GO:0007260","tyrosine phosphorylation of STAT protein",3,3,0,3,"up"
"BP: unsaturated fatty acid biosynthetic process","BP","GO:0006636","unsaturated fatty acid biosynthetic process",3,3,0,3,"up"
"BP: unsaturated fatty acid metabolic process","BP","GO:0033559","unsaturated fatty acid metabolic process",3,3,0,3,"up"
"BP: vacuolar acidification","BP","GO:0007035","vacuolar acidification",3,2,1,3,"mixed"
"BP: vascular associated smooth muscle cell differentiation","BP","GO:0035886","vascular associated smooth muscle cell differentiation",3,1,2,3,"mixed"
"BP: vascular endothelial cell proliferation","BP","GO:0101023","vascular endothelial cell proliferation",3,1,2,3,"mixed"
"BP: vascular endothelial growth factor production","BP","GO:0010573","vascular endothelial growth factor production",3,2,1,3,"mixed"
"BP: vascular endothelial growth factor receptor-1 signaling pathway","BP","GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway",3,2,1,3,"mixed"
"BP: ventral spinal cord development","BP","GO:0021517","ventral spinal cord development",3,2,1,3,"mixed"
"BP: ventricular cardiac muscle tissue development","BP","GO:0003229","ventricular cardiac muscle tissue development",3,1,2,3,"mixed"
"BP: ventricular cardiac muscle tissue morphogenesis","BP","GO:0055010","ventricular cardiac muscle tissue morphogenesis",3,1,2,3,"mixed"
"BP: vesicle fusion to plasma membrane","BP","GO:0099500","vesicle fusion to plasma membrane",3,3,0,3,"up"
"BP: vesicle transport along microtubule","BP","GO:0047496","vesicle transport along microtubule",3,1,2,3,"mixed"
"BP: visual learning","BP","GO:0008542","visual learning",3,2,1,3,"mixed"
"BP: vocalization behavior","BP","GO:0071625","vocalization behavior",3,3,0,3,"up"
"BP: xenobiotic metabolic process","BP","GO:0006805","xenobiotic metabolic process",3,2,1,3,"mixed"
"CC: 9+2 motile cilium","CC","GO:0097729","9+2 motile cilium",3,1,2,3,"mixed"
"CC: A band","CC","GO:0031672","A band",3,2,1,3,"mixed"
"CC: COPII vesicle coat","CC","GO:0030127","COPII vesicle coat",3,1,2,3,"mixed"
"CC: FAR/SIN/STRIPAK complex","CC","GO:0090443","FAR/SIN/STRIPAK complex",3,3,0,3,"up"
"CC: M band","CC","GO:0031430","M band",3,3,0,3,"up"
"CC: MHC class I protein complex","CC","GO:0042612","MHC class I protein complex",3,2,1,3,"mixed"
"CC: RSC-type complex","CC","GO:0016586","RSC-type complex",3,2,1,3,"mixed"
"CC: SUMO ligase complex","CC","GO:0106068","SUMO ligase complex",3,1,2,3,"mixed"
"CC: Sin3-type complex","CC","GO:0070822","Sin3-type complex",3,1,2,3,"mixed"
"CC: T cell receptor complex","CC","GO:0042101","T cell receptor complex",3,1,2,3,"mixed"
"CC: TIM23 mitochondrial import inner membrane translocase complex","CC","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex",3,0,3,3,"down"
"CC: U4 snRNP","CC","GO:0005687","U4 snRNP",3,1,2,3,"mixed"
"CC: autolysosome","CC","GO:0044754","autolysosome",3,1,2,3,"mixed"
"CC: axon","CC","GO:0030424","axon",3,3,0,3,"up"
"CC: axon initial segment","CC","GO:0043194","axon initial segment",3,3,0,3,"up"
"CC: brush border membrane","CC","GO:0031526","brush border membrane",3,2,1,3,"mixed"
"CC: cell trailing edge","CC","GO:0031254","cell trailing edge",3,2,1,3,"mixed"
"CC: chitosome","CC","GO:0045009","chitosome",3,2,1,3,"mixed"
"CC: ciliary tip","CC","GO:0097542","ciliary tip",3,2,1,3,"mixed"
"CC: clathrin adaptor complex","CC","GO:0030131","clathrin adaptor complex",3,2,1,3,"mixed"
"CC: clathrin coat of coated pit","CC","GO:0030132","clathrin coat of coated pit",3,2,1,3,"mixed"
"CC: clathrin-sculpted vesicle","CC","GO:0060198","clathrin-sculpted vesicle",3,1,2,3,"mixed"
"CC: connexin complex","CC","GO:0005922","connexin complex",3,2,1,3,"mixed"
"CC: cyclin-dependent protein kinase holoenzyme complex","CC","GO:0000307","cyclin-dependent protein kinase holoenzyme complex",3,1,2,3,"mixed"
"CC: dendritic shaft","CC","GO:0043198","dendritic shaft",3,3,0,3,"up"
"CC: endocytic vesicle lumen","CC","GO:0071682","endocytic vesicle lumen",3,1,2,3,"mixed"
"CC: endoplasmic reticulum tubular network","CC","GO:0071782","endoplasmic reticulum tubular network",3,1,2,3,"mixed"
"CC: endosome lumen","CC","GO:0031904","endosome lumen",3,2,1,3,"mixed"
"CC: endosome membrane","CC","GO:0010008","endosome membrane",3,2,1,3,"mixed"
"CC: eukaryotic 43S preinitiation complex","CC","GO:0016282","eukaryotic 43S preinitiation complex",3,0,3,3,"down"
"CC: eukaryotic translation initiation factor 3 complex","CC","GO:0005852","eukaryotic translation initiation factor 3 complex",3,0,3,3,"down"
"CC: exon-exon junction complex","CC","GO:0035145","exon-exon junction complex",3,1,2,3,"mixed"
"CC: extrinsic component of membrane","CC","GO:0019898","extrinsic component of membrane",3,3,0,3,"up"
"CC: ficolin-1-rich granule membrane","CC","GO:0101003","ficolin-1-rich granule membrane",3,2,1,3,"mixed"
"CC: filamentous actin","CC","GO:0031941","filamentous actin",3,2,1,3,"mixed"
"CC: germ cell nucleus","CC","GO:0043073","germ cell nucleus",3,1,2,3,"mixed"
"CC: intraciliary transport particle B","CC","GO:0030992","intraciliary transport particle B",3,1,2,3,"mixed"
"CC: lateral plasma membrane","CC","GO:0016328","lateral plasma membrane",3,2,1,3,"mixed"
"CC: main axon","CC","GO:0044304","main axon",3,3,0,3,"up"
"CC: male germ cell nucleus","CC","GO:0001673","male germ cell nucleus",3,1,2,3,"mixed"
"CC: melanosome membrane","CC","GO:0033162","melanosome membrane",3,2,1,3,"mixed"
"CC: mitochondrial matrix","CC","GO:0005759","mitochondrial matrix",3,2,1,3,"mixed"
"CC: mitochondrial outer membrane translocase complex","CC","GO:0005742","mitochondrial outer membrane translocase complex",3,0,3,3,"down"
"CC: nuclear replisome","CC","GO:0043601","nuclear replisome",3,1,2,3,"mixed"
"CC: nuclear ubiquitin ligase complex","CC","GO:0000152","nuclear ubiquitin ligase complex",3,1,2,3,"mixed"
"CC: outer mitochondrial membrane protein complex","CC","GO:0098799","outer mitochondrial membrane protein complex",3,0,3,3,"down"
"CC: photoreceptor inner segment","CC","GO:0001917","photoreceptor inner segment",3,3,0,3,"up"
"CC: pigment granule membrane","CC","GO:0090741","pigment granule membrane",3,2,1,3,"mixed"
"CC: platelet dense granule","CC","GO:0042827","platelet dense granule",3,2,1,3,"mixed"
"CC: platelet dense tubular network","CC","GO:0031094","platelet dense tubular network",3,2,1,3,"mixed"
"CC: postsynaptic endocytic zone","CC","GO:0098843","postsynaptic endocytic zone",3,3,0,3,"up"
"CC: presynapse","CC","GO:0098793","presynapse",3,2,1,3,"mixed"
"CC: presynaptic active zone cytoplasmic component","CC","GO:0098831","presynaptic active zone cytoplasmic component",3,2,1,3,"mixed"
"CC: pronucleus","CC","GO:0045120","pronucleus",3,1,2,3,"mixed"
"CC: proteasome regulatory particle","CC","GO:0005838","proteasome regulatory particle",3,2,1,3,"mixed"
"CC: proteasome regulatory particle, base subcomplex","CC","GO:0008540","proteasome regulatory particle, base subcomplex",3,2,1,3,"mixed"
"CC: protein folding chaperone complex","CC","GO:0101031","protein folding chaperone complex",3,1,2,3,"mixed"
"CC: pseudopodium","CC","GO:0031143","pseudopodium",3,3,0,3,"up"
"CC: replisome","CC","GO:0030894","replisome",3,1,2,3,"mixed"
"CC: sno(s)RNA-containing ribonucleoprotein complex","CC","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex",3,0,3,3,"down"
"CC: sperm flagellum","CC","GO:0036126","sperm flagellum",3,1,2,3,"mixed"
"CC: transcription repressor complex","CC","GO:0017053","transcription repressor complex",3,1,2,3,"mixed"
"CC: triglyceride-rich plasma lipoprotein particle","CC","GO:0034385","triglyceride-rich plasma lipoprotein particle",3,1,2,3,"mixed"
