"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_LMN_FA2_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Erwin_0.05_all_genes.rds"
"BP: fatty acid catabolic process",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"BP: fatty acid derivative biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: fatty acid derivative metabolic process",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: fatty acid elongation",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: fatty acid metabolic process",1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"BP: fatty acid oxidation",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"BP: fatty acid transmembrane transport",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"BP: fatty acid transport",0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
"BP: fatty-acyl-CoA biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: fatty-acyl-CoA metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: fear response",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: feeding behavior",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"BP: female gamete generation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"BP: female genitalia development",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: female gonad development",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: female meiosis I",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"BP: female meiotic nuclear division",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"BP: female pregnancy",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"BP: female sex differentiation",0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"BP: ferroptosis",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: fever generation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: fibrinolysis",0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"BP: fibroblast activation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: fibroblast growth factor receptor signaling pathway",0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
"BP: fibroblast migration",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"BP: fibroblast proliferation",0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: filopodium assembly",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: flagellated sperm motility",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"BP: fluid transport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"BP: foam cell differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: focal adhesion assembly",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
"BP: folic acid metabolic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: folic acid-containing compound metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: forebrain cell migration",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: forebrain development",0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1
"BP: forebrain generation of neurons",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"BP: forebrain neuron differentiation",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: forebrain regionalization",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"BP: foregut morphogenesis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: forelimb morphogenesis",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"BP: formation of cytoplasmic translation initiation complex",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: formation of extrachromosomal circular DNA",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"BP: formation of primary germ layer",0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: formation of translation preinitiation complex",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: fructose metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BP: fucose metabolic process",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: fucosylation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: galactose metabolic process",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: gamete generation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BP: gamma-aminobutyric acid secretion",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: gamma-aminobutyric acid signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: gamma-delta T cell activation",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"BP: ganglioside biosynthetic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: ganglioside metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: gap junction assembly",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: gas transport",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: gastric acid secretion",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: gastro-intestinal system smooth muscle contraction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: gastrulation",0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
"BP: gastrulation with mouth forming second",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: gene silencing by piRNA-directed DNA methylation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: generation of precursor metabolites and energy",1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"BP: genitalia development",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: genitalia morphogenesis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: genomic imprinting",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: germ cell development",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"BP: germinal center formation",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: gland development",0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
"BP: gland morphogenesis",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: glandular epithelial cell differentiation",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: glial cell activation",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: glial cell apoptotic process",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: glial cell development",0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"BP: glial cell differentiation",0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
"BP: glial cell fate commitment",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glial cell migration",0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"BP: glial cell proliferation",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"BP: glial cell-derived neurotrophic factor receptor signaling pathway",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: gliogenesis",0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
"BP: glomerular epithelial cell development",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glomerular epithelial cell differentiation",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
"BP: glomerular epithelium development",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"BP: glomerular filtration",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: glomerular mesangial cell proliferation",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glomerular mesangium development",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"BP: glomerulus development",0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
"BP: glomerulus vasculature development",0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1
"BP: glucan catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: glucan metabolic process",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: glucocorticoid secretion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glucose 6-phosphate metabolic process",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"BP: glucose catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: glucose catabolic process to pyruvate",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BP: glucose homeostasis",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"BP: glucose metabolic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: glutamate metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: glutamate receptor clustering",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: glutamate receptor signaling pathway",0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"BP: glutamine family amino acid metabolic process",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glutamine metabolic process",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: glutamine transport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glutathione biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: glutathione metabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: glutathione transport",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: glycerolipid biosynthetic process",0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"BP: glycerolipid catabolic process",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BP: glycerolipid metabolic process",0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
"BP: glycerophospholipid biosynthetic process",0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"BP: glycerophospholipid catabolic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: glycerophospholipid metabolic process",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"BP: glycogen catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: glycogen metabolic process",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: glycolipid biosynthetic process",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BP: glycolipid catabolic process",0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"BP: glycolipid metabolic process",0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BP: glycolytic process",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"BP: glycolytic process through glucose-6-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: glycophagy",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: glycoprotein biosynthetic process",0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
"BP: glycoprotein catabolic process",0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"BP: glycoprotein metabolic process",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: glycosaminoglycan biosynthetic process",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"BP: glycosaminoglycan catabolic process",0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"BP: glycosaminoglycan metabolic process",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
"BP: glycoside metabolic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: glycosphingolipid biosynthetic process",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BP: glycosphingolipid catabolic process",0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BP: glycosphingolipid metabolic process",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"BP: glycosyl compound catabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"BP: glycosyl compound metabolic process",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: glycosylation",0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
"BP: glycosylceramide metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: gonad development",0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"BP: granulocyte activation",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"BP: granulocyte chemotaxis",0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"BP: granulocyte differentiation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: granulocyte migration",0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
"BP: growth hormone receptor signaling pathway",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: growth hormone receptor signaling pathway via JAK-STAT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: growth hormone secretion",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: hair cell differentiation",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"BP: hair cycle",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"BP: hair cycle process",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"BP: hair follicle development",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"BP: hair follicle maturation",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: hair follicle morphogenesis",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"BP: head morphogenesis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: heart contraction",0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0
"BP: heart development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: heart formation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: heart growth",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"BP: heart looping",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"BP: heart morphogenesis",0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0
"BP: heart process",0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
"BP: heart trabecula formation",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: heart trabecula morphogenesis",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: heart valve development",0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
"BP: heart valve morphogenesis",0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"BP: heat generation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: hematopoietic or lymphoid organ development",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"BP: hematopoietic progenitor cell differentiation",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: hematopoietic stem cell differentiation",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: hematopoietic stem cell homeostasis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: hematopoietic stem cell proliferation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: heme A biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heme a metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heme biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heme metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: hemoglobin biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: hemoglobin metabolic process",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"BP: hemostasis",0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0
"BP: heparan sulfate proteoglycan biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heparan sulfate proteoglycan biosynthetic process, enzymatic modification",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heparan sulfate proteoglycan metabolic process",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"BP: heparin proteoglycan metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: hepaticobiliary system development",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: hepatocyte apoptotic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: hepatocyte growth factor receptor signaling pathway",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"BP: heterochromatin formation",1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"BP: heterotypic cell-cell adhesion",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"BP: hexose catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: hexose metabolic process",0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
"BP: hexose transmembrane transport",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"BP: high-density lipoprotein particle remodeling",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BP: hindbrain development",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: hindbrain morphogenesis",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"BP: hindlimb morphogenesis",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: hippo signaling",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
"BP: hippocampus development",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: histamine production involved in inflammatory response",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: histamine secretion",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: histamine secretion by mast cell",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: histamine secretion involved in inflammatory response",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: histamine transport",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: histone mRNA metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: homeostasis of number of cells",0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"BP: homeostasis of number of cells within a tissue",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: homocysteine metabolic process",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: homologous chromosome pairing at meiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: homologous chromosome segregation",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"BP: homologous recombination",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
"BP: homophilic cell adhesion via plasma membrane adhesion molecules",0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
"BP: homotypic cell-cell adhesion",0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0
"BP: hormone biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: hormone metabolic process",0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"BP: hormone secretion",0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"BP: hormone transport",0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"BP: hormone-mediated signaling pathway",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: host-mediated perturbation of symbiont process",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"BP: host-mediated suppression of symbiont invasion",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"BP: humoral immune response",0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
"BP: humoral immune response mediated by circulating immunoglobulin",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"BP: hyaluronan catabolic process",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: hyaluronan metabolic process",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: hydrogen peroxide biosynthetic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: hydrogen peroxide metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: hyperosmotic response",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: hypersensitivity",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: hypothalamus development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: icosanoid biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: icosanoid metabolic process",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"BP: icosanoid secretion",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"BP: icosanoid transport",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"BP: immune effector process",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"BP: immune response to tumor cell",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: immune response-activating cell surface receptor signaling pathway",0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1
"BP: immune response-activating signaling pathway",0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
"BP: immune response-regulating cell surface receptor signaling pathway",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
"BP: immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: immune response-regulating signaling pathway",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
"BP: immune system development",0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
"BP: immunoglobulin mediated immune response",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
"BP: immunoglobulin production",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"BP: immunoglobulin production involved in immunoglobulin-mediated immune response",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: immunological memory process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: immunological synapse formation",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
"BP: import across plasma membrane",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: import into nucleus",0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
"BP: import into the mitochondrion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: in utero embryonic development",0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
"BP: inclusion body assembly",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: indolalkylamine metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: indole-containing compound metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: induction of positive chemotaxis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: inflammasome-mediated signaling pathway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: inflammatory cell apoptotic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: inflammatory response to antigenic stimulus",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"BP: inflammatory response to wounding",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: inhibitory postsynaptic potential",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: innate immune response activating cell surface receptor signaling pathway",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: innate immune response in mucosa",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
"BP: innate immune response-activating signaling pathway",0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
"BP: inner cell mass cell proliferation",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: inner dynein arm assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: inner ear auditory receptor cell differentiation",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
